IncidentID,CreatedAt,DateKey,Hour,DistrictKey,CategoryKey,Subcategory,ChannelKey,TeamKey,Priority,Status,AssignedAt,ResolvedAt,ResponseHours,ResolutionHours,SLATargetHours,SLAMet,IsRepeat,RepeatGroupID,WasReopened,SatisfactionScore,Latitude,Longitude,DataClass
SYN-004399,2025-11-02 19:19:00,20251102,19,10,1,Street cleanliness,5,3,Medium,Resolved,2025-11-02 19:45:11,2025-11-03 16:53:54,1.21,21.58,24,True,False,5175,False,5.0,24.519176,39.588195,Synthetic
SYN-004400,2025-11-02 19:21:00,20251102,19,9,1,Overflowing container,2,3,Low,Resolved,2025-11-02 19:39:27,2025-11-04 07:35:31,0.85,36.24,28,False,False,5176,False,4.0,24.435055,39.644496,Synthetic
SYN-004401,2025-11-02 19:41:00,20251102,19,8,1,Overflowing container,3,3,Medium,Resolved,2025-11-02 19:55:20,2025-11-03 12:09:29,0.66,16.47,24,True,False,5177,False,5.0,24.457967,39.681408,Synthetic
SYN-004402,2025-11-02 19:44:00,20251102,19,4,3,Park cleanliness,1,15,High,Resolved,2025-11-02 20:03:05,2025-11-04 20:57:47,0.88,49.23,35,False,False,5178,False,,24.425543,39.552994,Synthetic
SYN-004403,2025-11-02 19:56:00,20251102,19,2,2,Drainage issue,7,9,Medium,Resolved,2025-11-02 20:04:49,2025-11-05 16:24:06,0.41,68.47,72,True,False,5179,False,,24.430953,39.633219,Synthetic
SYN-004404,2025-11-02 19:56:00,20251102,19,4,6,Electrical cabinet,1,33,Medium,Resolved,2025-11-02 20:10:48,2025-11-04 22:01:11,0.69,50.09,24,False,False,5180,False,,24.414977,39.569463,Synthetic
SYN-004405,2025-11-02 20:21:00,20251102,20,1,1,Missed collection,5,3,Medium,Resolved,2025-11-02 20:40:06,2025-11-03 21:18:30,0.88,24.96,24,False,False,5181,False,4.0,24.464563,39.606781,Synthetic
SYN-004406,2025-11-02 20:25:00,20251102,20,1,2,Drainage issue,2,10,Medium,Resolved,2025-11-02 20:46:21,2025-11-05 09:16:09,0.99,60.85,72,True,False,5182,False,,24.471283,39.616888,Synthetic
SYN-004407,2025-11-02 20:39:00,20251102,20,1,1,Overflowing container,2,3,Medium,Resolved,2025-11-02 20:48:37,2025-11-03 14:11:36,0.45,17.54,24,True,False,5183,False,,24.467044,39.611138,Synthetic
SYN-004408,2025-11-02 20:41:00,20251102,20,9,4,Outdoor display,1,22,Low,Resolved,2025-11-02 20:59:15,2025-11-03 22:08:36,0.85,25.46,28,True,False,5184,False,,24.428032,39.634755,Synthetic
SYN-004409,2025-11-02 20:46:00,20251102,20,8,5,Unsafe structure,3,27,Medium,Resolved,2025-11-02 21:14:52,2025-11-07 02:52:20,1.34,102.11,72,False,False,5185,False,2.0,24.480038,39.654755,Synthetic
SYN-004410,2025-11-02 20:51:00,20251102,20,1,5,Accessibility issue,7,28,Low,Resolved,2025-11-02 21:18:27,2025-11-05 23:47:29,1.27,74.94,85,True,False,5186,False,5.0,24.461299,39.602478,Synthetic
SYN-004411,2025-11-02 20:53:00,20251102,20,2,5,Unsafe structure,4,28,Medium,Resolved,2025-11-02 21:13:58,2025-11-05 15:17:54,0.97,66.42,72,True,False,5187,False,4.0,24.425593,39.632328,Synthetic
SYN-004412,2025-11-02 20:57:00,20251102,20,1,1,Waste accumulation,1,4,Medium,Resolved,2025-11-02 21:26:00,2025-11-03 17:44:31,1.34,20.79,24,True,False,5188,False,5.0,24.475781,39.609128,Synthetic
SYN-004413,2025-11-02 21:17:00,20251102,21,1,1,Waste accumulation,2,4,High,Resolved,2025-11-02 21:43:13,2025-11-03 19:59:05,1.21,22.7,17,False,True,5183,False,,24.464209,39.612035,Synthetic
SYN-004414,2025-11-02 21:36:00,20251102,21,1,1,Overflowing container,2,3,Medium,Resolved,2025-11-02 22:16:49,2025-11-03 18:14:57,1.89,20.65,24,True,False,5189,False,5.0,24.46648,39.627979,Synthetic
SYN-004415,2025-11-02 21:39:00,20251102,21,4,1,Waste accumulation,3,3,Low,Resolved,2025-11-02 22:06:35,2025-11-04 03:36:43,1.28,29.96,28,False,True,5049,False,,24.424626,39.558202,Synthetic
SYN-004416,2025-11-02 21:44:00,20251102,21,2,8,Hygiene concern,2,46,Low,Resolved,2025-11-02 22:05:46,2025-11-03 06:21:58,1.01,8.63,14,True,False,5190,True,4.0,24.447306,39.613823,Synthetic
SYN-004417,2025-11-02 21:45:00,20251102,21,4,1,Waste accumulation,1,3,Medium,Resolved,2025-11-02 21:50:50,2025-11-03 12:17:49,0.27,14.55,24,True,False,5191,False,5.0,24.429055,39.551586,Synthetic
SYN-004418,2025-11-02 21:46:00,20251102,21,1,4,Signage issue,2,21,Medium,Resolved,2025-11-02 22:14:32,2025-11-03 14:55:08,1.32,17.15,24,True,False,5192,False,4.0,24.471947,39.615549,Synthetic
SYN-004419,2025-11-02 21:56:00,20251102,21,11,2,Damaged pavement,7,9,Medium,Resolved,2025-11-02 22:26:23,2025-11-05 18:04:28,1.41,68.14,72,True,False,5193,False,5.0,24.502648,39.600744,Synthetic
SYN-004420,2025-11-02 21:58:00,20251102,21,1,7,Vacant land waste,1,39,Medium,Resolved,2025-11-02 22:27:23,2025-11-06 19:48:14,1.36,93.84,96,True,False,5194,False,,24.459694,39.612976,Synthetic
SYN-004421,2025-11-02 22:29:00,20251102,22,1,1,Street cleanliness,1,3,Low,Resolved,2025-11-02 22:35:10,2025-11-03 16:23:06,0.29,17.9,28,True,True,5188,False,5.0,24.476155,39.61102,Synthetic
SYN-004422,2025-11-02 22:30:00,20251102,22,10,1,Street cleanliness,3,3,Medium,Resolved,2025-11-02 22:43:22,2025-11-04 01:07:39,0.62,26.63,24,False,False,5195,True,3.0,24.486098,39.584227,Synthetic
SYN-004423,2025-11-02 22:31:00,20251102,22,1,2,Drainage issue,3,10,Medium,Resolved,2025-11-02 22:36:55,2025-11-06 00:01:56,0.27,73.52,72,False,False,5196,False,4.0,24.472136,39.61851,Synthetic
SYN-004424,2025-11-02 22:42:00,20251102,22,1,2,Drainage issue,3,9,Medium,Resolved,2025-11-02 23:05:28,2025-11-08 01:04:21,1.09,122.37,72,False,False,5197,False,3.0,24.453711,39.6055,Synthetic
SYN-004425,2025-11-02 22:52:00,20251102,22,2,1,Overflowing container,5,4,Medium,Resolved,2025-11-02 23:32:24,2025-11-03 16:29:12,1.87,17.62,24,True,False,5198,False,4.0,24.431528,39.625805,Synthetic
SYN-004426,2025-11-02 23:35:00,20251102,23,1,1,Street cleanliness,3,6,Low,Resolved,2025-11-02 23:44:34,2025-11-04 05:08:46,0.44,29.56,28,False,True,5084,False,,24.467728,39.612345,Synthetic
SYN-004427,2025-11-02 23:36:00,20251102,23,7,3,Damaged landscaping,1,17,Low,Resolved,2025-11-03 00:05:58,2025-11-04 01:11:17,1.39,25.59,57,True,False,5199,False,3.0,24.489927,39.646582,Synthetic
SYN-004428,2025-11-02 23:43:00,20251102,23,5,4,Sidewalk obstruction,1,23,Medium,Resolved,2025-11-02 23:50:17,2025-11-03 21:25:08,0.34,21.7,24,True,False,5200,False,2.0,24.477818,39.541295,Synthetic
SYN-004429,2025-11-03 00:03:00,20251103,0,2,3,Damaged landscaping,1,18,Low,Resolved,2025-11-03 00:27:59,2025-11-04 00:47:07,1.16,24.74,57,True,False,5201,False,,24.439661,39.61282,Synthetic
SYN-004430,2025-11-03 00:15:00,20251103,0,4,1,Missed collection,3,6,Medium,Resolved,2025-11-03 00:30:42,2025-11-03 11:31:03,0.73,11.27,24,True,False,5202,False,4.0,24.411924,39.533645,Synthetic
SYN-004431,2025-11-03 01:07:00,20251103,1,3,5,Facility damage,7,30,Medium,Resolved,2025-11-03 01:30:23,2025-11-05 22:46:35,1.08,69.66,72,True,False,5203,False,5.0,24.459274,39.660916,Synthetic
SYN-004432,2025-11-03 01:25:00,20251103,1,5,1,Street cleanliness,4,6,Medium,Resolved,2025-11-03 01:51:20,2025-11-03 18:14:20,1.22,16.82,24,True,True,3448,False,,24.468215,39.545869,Synthetic
SYN-004433,2025-11-03 01:29:00,20251103,1,1,5,Public amenity issue,7,30,Low,Resolved,2025-11-03 01:45:10,2025-11-09 22:26:34,0.75,164.96,85,False,False,5204,False,,24.464028,39.613264,Synthetic
SYN-004434,2025-11-03 01:50:00,20251103,1,4,1,Missed collection,5,5,Medium,Resolved,2025-11-03 01:58:31,2025-11-03 20:27:44,0.39,18.63,24,True,False,5205,False,,24.4307,39.560207,Synthetic
SYN-004435,2025-11-03 02:05:00,20251103,2,2,1,Missed collection,2,5,Low,Resolved,2025-11-03 02:23:52,2025-11-03 19:18:45,0.87,17.23,28,True,False,5206,False,5.0,24.438991,39.624886,Synthetic
SYN-004436,2025-11-03 02:55:00,20251103,2,1,2,Drainage issue,5,11,Medium,Resolved,2025-11-03 03:03:48,2025-11-05 03:14:09,0.41,48.32,72,True,True,4671,False,,24.468105,39.604976,Synthetic
SYN-004437,2025-11-03 03:12:00,20251103,3,2,1,Street cleanliness,4,6,Medium,Resolved,2025-11-03 03:23:21,2025-11-03 23:39:03,0.53,20.45,24,True,False,5207,False,4.0,24.435151,39.618877,Synthetic
SYN-004438,2025-11-03 03:19:00,20251103,3,2,8,Hygiene concern,1,47,Low,Resolved,2025-11-03 03:27:22,2025-11-03 17:17:06,0.39,13.97,14,True,False,5208,False,,24.425632,39.608274,Synthetic
SYN-004439,2025-11-03 03:59:00,20251103,3,7,4,Signage issue,7,24,Low,Resolved,2025-11-03 04:10:16,2025-11-03 22:37:14,0.52,18.64,28,True,False,5209,False,5.0,24.48729,39.652795,Synthetic
SYN-004440,2025-11-03 04:09:00,20251103,4,11,1,Street cleanliness,3,6,Low,Resolved,2025-11-03 04:43:23,2025-11-04 09:00:45,1.59,28.86,28,False,False,5210,False,4.0,24.513586,39.580686,Synthetic
SYN-004441,2025-11-03 04:13:00,20251103,4,5,7,Vacant land waste,1,41,Low,Resolved,2025-11-03 04:35:30,2025-11-07 19:57:08,1.04,111.74,113,True,False,5211,True,5.0,24.44902,39.536383,Synthetic
SYN-004442,2025-11-03 04:24:00,20251103,4,8,1,Street cleanliness,1,5,Low,Resolved,2025-11-03 04:29:27,2025-11-04 01:19:23,0.25,20.92,28,True,False,5212,False,4.0,24.469739,39.663298,Synthetic
SYN-004443,2025-11-03 04:29:00,20251103,4,2,1,Overflowing container,5,6,Medium,Resolved,2025-11-03 04:45:13,2025-11-04 00:33:38,0.75,20.08,24,True,False,5213,False,4.0,24.439999,39.613744,Synthetic
SYN-004444,2025-11-03 04:37:00,20251103,4,12,3,Damaged landscaping,3,18,Medium,Resolved,2025-11-03 04:48:00,2025-11-04 08:29:46,0.51,27.88,48,True,False,5214,False,5.0,24.428641,39.579222,Synthetic
SYN-004445,2025-11-03 05:01:00,20251103,5,9,7,Construction debris,7,42,Medium,Resolved,2025-11-03 05:17:43,2025-11-05 20:18:06,0.77,63.29,96,True,False,5215,False,4.0,24.44198,39.621042,Synthetic
SYN-004446,2025-11-03 05:09:00,20251103,5,4,8,Congestion,3,47,Medium,Resolved,2025-11-03 05:43:37,2025-11-03 15:20:29,1.6,10.19,12,True,False,5216,False,3.0,24.426516,39.544704,Synthetic
SYN-004447,2025-11-03 05:12:00,20251103,5,11,6,Exposed cable,1,35,Medium,Resolved,2025-11-03 05:23:26,2025-11-04 02:45:25,0.53,21.56,24,True,False,5217,False,3.0,24.49544,39.602945,Synthetic
SYN-004448,2025-11-03 05:21:00,20251103,5,6,3,Park cleanliness,3,17,High,Resolved,2025-11-03 05:47:18,2025-11-04 05:24:02,1.22,24.05,35,True,False,5218,False,,24.514331,39.607455,Synthetic
SYN-004449,2025-11-03 06:03:00,20251103,6,6,4,Unauthorized occupation,1,24,Medium,Resolved,2025-11-03 06:41:38,2025-11-03 18:50:12,1.79,12.79,24,True,False,5219,False,,24.524633,39.610261,Synthetic
SYN-004450,2025-11-03 06:15:00,20251103,6,11,4,Sidewalk obstruction,1,23,Medium,Resolved,2025-11-03 06:35:32,2025-11-04 00:41:05,0.95,18.43,24,True,False,5220,False,,24.514424,39.601427,Synthetic
SYN-004451,2025-11-03 06:42:00,20251103,6,1,7,Vacant land waste,4,41,Medium,Resolved,2025-11-03 07:18:01,2025-11-06 03:06:44,1.67,68.41,96,True,False,5221,False,,24.471473,39.606364,Synthetic
SYN-004452,2025-11-03 06:47:00,20251103,6,6,2,Road obstruction,2,12,Medium,Resolved,2025-11-03 07:22:52,2025-11-05 00:20:41,1.66,41.56,72,True,False,5222,False,5.0,24.503533,39.615873,Synthetic
SYN-004453,2025-11-03 06:49:00,20251103,6,9,4,Signage issue,2,24,Critical,Resolved,2025-11-03 06:59:55,2025-11-03 22:04:27,0.51,15.26,13,False,False,5223,True,4.0,24.416584,39.64432,Synthetic
SYN-004454,2025-11-03 06:50:00,20251103,6,10,5,Accessibility issue,2,29,Medium,Resolved,2025-11-03 07:10:35,2025-11-05 19:14:04,0.95,60.4,72,True,False,5224,False,,24.503509,39.566252,Synthetic
SYN-004455,2025-11-03 07:06:00,20251103,7,4,1,Missed collection,3,1,Low,Resolved,2025-11-03 07:41:05,2025-11-04 05:36:24,1.62,22.51,28,True,False,5225,False,5.0,24.412572,39.561101,Synthetic
SYN-004456,2025-11-03 07:08:00,20251103,7,9,1,Street cleanliness,3,2,Medium,Resolved,2025-11-03 07:18:55,2025-11-04 03:12:22,0.51,20.07,24,True,False,5226,True,4.0,24.440901,39.645952,Synthetic
SYN-004457,2025-11-03 07:15:00,20251103,7,8,3,Damaged landscaping,4,13,Medium,Resolved,2025-11-03 07:28:49,2025-11-04 11:26:10,0.64,28.19,48,True,False,5227,False,,24.474744,39.660334,Synthetic
SYN-004458,2025-11-03 07:36:00,20251103,7,12,5,Accessibility issue,7,25,Medium,Resolved,2025-11-03 08:01:44,2025-11-05 15:03:00,1.19,55.45,72,True,False,5228,False,,24.449615,39.564478,Synthetic
SYN-004459,2025-11-03 07:49:00,20251103,7,2,4,Outdoor display,1,19,Medium,Resolved,2025-11-03 08:05:55,2025-11-04 15:54:54,0.78,32.1,24,False,False,5229,False,4.0,24.446931,39.620692,Synthetic
SYN-004460,2025-11-03 07:58:00,20251103,7,2,1,Street cleanliness,1,2,Low,Resolved,2025-11-03 08:28:13,2025-11-04 05:47:28,1.4,21.82,28,True,False,5230,False,5.0,24.42626,39.636904,Synthetic
SYN-004461,2025-11-03 08:07:00,20251103,8,8,1,Overflowing container,1,1,Medium,Resolved,2025-11-03 08:19:59,2025-11-04 00:53:46,0.6,16.78,24,True,False,5231,False,4.0,24.472675,39.666979,Synthetic
SYN-004462,2025-11-03 08:07:00,20251103,8,1,6,Exposed cable,1,31,High,Resolved,2025-11-03 08:14:44,2025-11-04 06:21:20,0.36,22.24,17,False,False,5232,False,3.0,24.469612,39.61606,Synthetic
SYN-004463,2025-11-03 08:13:00,20251103,8,7,3,Park cleanliness,6,14,Low,Resolved,2025-11-03 08:30:57,2025-11-05 11:23:18,0.83,51.17,57,True,False,5233,False,4.0,24.49111,39.636524,Synthetic
SYN-004464,2025-11-03 08:23:00,20251103,8,11,1,Missed collection,7,1,Medium,Resolved,2025-11-03 09:00:06,2025-11-04 03:30:56,1.72,19.13,24,True,False,5234,False,5.0,24.509736,39.577436,Synthetic
SYN-004465,2025-11-03 08:26:00,20251103,8,12,1,Waste accumulation,5,2,Medium,Resolved,2025-11-03 08:44:07,2025-11-04 13:37:17,0.84,29.19,24,False,False,5235,False,2.0,24.42428,39.580001,Synthetic
SYN-004466,2025-11-03 08:30:00,20251103,8,10,5,Public amenity issue,1,26,Medium,Resolved,2025-11-03 08:46:37,2025-11-05 19:05:15,0.77,58.59,72,True,False,5236,False,5.0,24.499629,39.58032,Synthetic
SYN-004467,2025-11-03 08:40:00,20251103,8,3,2,Pothole,4,7,Medium,Resolved,2025-11-03 09:11:33,2025-11-04 23:53:29,1.46,39.22,72,True,False,5237,False,,24.458521,39.655391,Synthetic
SYN-004468,2025-11-03 08:45:00,20251103,8,8,1,Missed collection,6,2,Medium,Resolved,2025-11-03 09:05:28,2025-11-04 02:22:34,0.95,17.63,24,True,False,5238,False,,24.473949,39.666832,Synthetic
SYN-004469,2025-11-03 08:56:00,20251103,8,6,8,Congestion,4,44,High,Resolved,2025-11-03 09:09:37,2025-11-03 22:35:47,0.63,13.66,9,False,False,5239,False,,24.490959,39.613743,Synthetic
SYN-004470,2025-11-03 09:02:00,20251103,9,6,6,Streetlight outage,1,31,Medium,Resolved,2025-11-03 09:27:54,2025-11-04 03:27:49,1.2,18.43,24,True,False,5240,False,5.0,24.471125,39.611503,Synthetic
SYN-004471,2025-11-03 09:23:00,20251103,9,11,1,Missed collection,4,1,Medium,Resolved,2025-11-03 09:38:54,2025-11-03 21:56:41,0.74,12.56,24,True,False,5241,False,4.0,24.488752,39.585128,Synthetic
SYN-004472,2025-11-03 09:57:00,20251103,9,1,1,Waste accumulation,3,2,Medium,Resolved,2025-11-03 10:23:14,2025-11-04 01:53:58,1.21,15.95,24,True,False,5242,False,,24.472963,39.607635,Synthetic
SYN-004473,2025-11-03 10:10:00,20251103,10,1,7,Construction debris,2,37,Low,Resolved,2025-11-03 10:28:14,2025-11-05 22:15:20,0.84,60.09,113,True,True,3421,False,,24.464395,39.618986,Synthetic
SYN-004474,2025-11-03 10:11:00,20251103,10,1,1,Missed collection,3,1,Medium,Resolved,2025-11-03 10:20:27,2025-11-03 23:33:44,0.44,13.38,24,True,False,5243,False,,24.463422,39.607433,Synthetic
SYN-004475,2025-11-03 10:15:00,20251103,10,6,2,Road obstruction,4,8,High,Resolved,2025-11-03 10:30:18,2025-11-05 00:18:12,0.71,38.05,52,True,False,5244,False,5.0,24.512071,39.610193,Synthetic
SYN-004476,2025-11-03 10:18:00,20251103,10,12,2,Road obstruction,1,8,Medium,Resolved,2025-11-03 10:31:21,2025-11-05 22:12:56,0.62,59.92,72,True,True,1742,False,,24.42144,39.573183,Synthetic
SYN-004477,2025-11-03 10:40:00,20251103,10,12,7,Fence issue,4,37,High,Resolved,2025-11-03 10:49:52,2025-11-07 04:37:21,0.46,89.96,69,False,False,5245,False,,24.44096,39.557684,Synthetic
SYN-004478,2025-11-03 10:50:00,20251103,10,4,3,Tree maintenance,3,13,Low,Resolved,2025-11-03 11:03:23,2025-11-04 22:02:30,0.62,35.21,57,True,False,5246,False,,24.435425,39.551622,Synthetic
SYN-004479,2025-11-03 10:58:00,20251103,10,6,2,Damaged pavement,2,8,Medium,Resolved,2025-11-03 11:15:19,2025-11-07 00:18:14,0.8,85.34,72,False,False,5247,False,3.0,24.484356,39.60556,Synthetic
SYN-004480,2025-11-03 11:20:00,20251103,11,9,5,Public amenity issue,1,25,High,Resolved,2025-11-03 11:31:35,2025-11-04 13:16:33,0.54,25.94,52,True,False,5248,False,,24.42388,39.648625,Synthetic
SYN-004481,2025-11-03 11:21:00,20251103,11,1,2,Pothole,2,8,Low,Resolved,2025-11-03 11:25:59,2025-11-07 20:48:43,0.23,105.46,85,False,False,5249,False,4.0,24.46535,39.615482,Synthetic
SYN-004482,2025-11-03 11:34:00,20251103,11,4,1,Overflowing container,7,2,Medium,Resolved,2025-11-03 11:42:39,2025-11-04 01:37:58,0.4,14.07,24,True,False,5250,False,,24.41894,39.538259,Synthetic
SYN-004483,2025-11-03 11:40:00,20251103,11,8,2,Damaged pavement,1,8,Medium,Resolved,2025-11-03 11:49:48,2025-11-06 02:28:02,0.45,62.8,72,True,False,5251,False,,24.45935,39.660019,Synthetic
SYN-004484,2025-11-03 11:57:00,20251103,11,1,4,Signage issue,2,19,Medium,Resolved,2025-11-03 12:09:16,2025-11-04 05:14:07,0.57,17.29,24,True,False,5252,False,5.0,24.460536,39.60348,Synthetic
SYN-004485,2025-11-03 11:58:00,20251103,11,10,1,Missed collection,2,2,Medium,Resolved,2025-11-03 12:39:55,2025-11-04 03:56:25,1.94,15.97,24,True,False,5253,False,4.0,24.477101,39.585063,Synthetic
SYN-004486,2025-11-03 12:00:00,20251103,12,6,1,Waste accumulation,2,1,Low,Resolved,2025-11-03 12:10:33,2025-11-04 06:27:01,0.49,18.45,28,True,False,5254,False,4.0,24.504051,39.617527,Synthetic
SYN-004487,2025-11-03 12:02:00,20251103,12,3,2,Damaged pavement,1,7,High,Resolved,2025-11-03 12:17:33,2025-11-05 05:49:48,0.72,41.8,52,True,False,5255,False,4.0,24.445897,39.660548,Synthetic
SYN-004488,2025-11-03 12:03:00,20251103,12,6,8,Location violation,1,44,Medium,Resolved,2025-11-03 12:15:34,2025-11-04 07:25:24,0.58,19.37,12,False,False,5256,True,2.0,24.493745,39.610482,Synthetic
SYN-004489,2025-11-03 12:04:00,20251103,12,7,5,Facility damage,6,26,Medium,Resolved,2025-11-03 12:13:40,2025-11-05 17:00:27,0.45,52.94,72,True,False,5257,False,4.0,24.486013,39.640624,Synthetic
SYN-004490,2025-11-03 12:04:00,20251103,12,4,7,Fence issue,1,38,Medium,Resolved,2025-11-03 12:27:16,2025-11-06 00:42:13,1.08,60.64,96,True,False,5258,False,4.0,24.424162,39.540741,Synthetic
SYN-004491,2025-11-03 12:12:00,20251103,12,9,4,Unauthorized occupation,4,19,Medium,Resolved,2025-11-03 13:15:27,2025-11-04 05:08:20,2.94,16.94,24,True,False,5259,False,4.0,24.435947,39.657982,Synthetic
SYN-004492,2025-11-03 12:18:00,20251103,12,7,7,Construction debris,7,37,Medium,Resolved,2025-11-03 12:27:50,2025-11-05 18:59:48,0.46,54.7,96,True,False,5260,False,,24.490873,39.670503,Synthetic
SYN-004493,2025-11-03 12:29:00,20251103,12,9,4,Unauthorized occupation,4,20,Low,Resolved,2025-11-03 12:55:09,2025-11-04 10:31:48,1.21,22.05,28,True,False,5261,False,,24.437349,39.61052,Synthetic
SYN-004494,2025-11-03 12:38:00,20251103,12,12,7,Construction debris,5,38,Medium,Resolved,2025-11-03 12:49:49,2025-11-06 03:23:28,0.55,62.76,96,True,False,5262,False,5.0,24.462421,39.545287,Synthetic
SYN-004495,2025-11-03 12:56:00,20251103,12,2,8,Hygiene concern,1,43,Low,Resolved,2025-11-03 13:24:06,2025-11-04 09:59:52,1.3,21.06,14,False,False,5263,False,,24.432077,39.611564,Synthetic
SYN-004496,2025-11-03 12:56:00,20251103,12,2,5,Facility damage,2,25,Medium,Resolved,2025-11-03 13:14:07,2025-11-06 00:58:32,0.84,60.04,72,True,False,5264,False,3.0,24.434027,39.612726,Synthetic
SYN-004497,2025-11-03 13:26:00,20251103,13,4,4,Outdoor display,4,20,Medium,Resolved,2025-11-03 13:36:49,2025-11-04 10:27:26,0.5,21.02,24,True,False,5265,False,4.0,24.41698,39.549469,Synthetic
SYN-004498,2025-11-03 13:30:00,20251103,13,1,4,Outdoor display,3,19,Low,Resolved,2025-11-03 13:49:14,2025-11-04 14:56:51,0.89,25.45,28,True,False,5266,False,,24.466685,39.606635,Synthetic
SYN-004499,2025-11-03 13:44:00,20251103,13,3,8,Location violation,2,44,Medium,Resolved,2025-11-03 13:59:21,2025-11-03 22:28:08,0.71,8.74,12,True,False,5267,False,4.0,24.47298,39.650049,Synthetic
SYN-004500,2025-11-03 14:04:00,20251103,14,12,6,Safety hazard,2,31,High,Resolved,2025-11-03 14:28:45,2025-11-04 05:56:17,1.15,15.87,17,True,False,5268,False,3.0,24.425853,39.569589,Synthetic
SYN-004501,2025-11-03 14:07:00,20251103,14,2,1,Missed collection,1,2,High,Resolved,2025-11-03 14:51:38,2025-11-03 22:33:22,2.07,8.44,17,True,False,5269,False,5.0,24.428923,39.61145,Synthetic
SYN-004502,2025-11-03 14:12:00,20251103,14,3,4,Sidewalk obstruction,1,19,High,Resolved,2025-11-03 14:48:04,2025-11-04 01:14:18,1.67,11.04,17,True,False,5270,False,,24.439175,39.658781,Synthetic
SYN-004503,2025-11-03 14:13:00,20251103,14,12,4,Unauthorized occupation,1,19,Medium,Resolved,2025-11-03 14:24:16,2025-11-04 12:32:55,0.52,22.33,24,True,False,5271,False,5.0,24.446349,39.561132,Synthetic
SYN-004504,2025-11-03 14:14:00,20251103,14,2,3,Tree maintenance,1,14,Medium,Resolved,2025-11-03 14:33:55,2025-11-05 21:57:35,0.92,55.73,48,False,False,5272,False,,24.430641,39.613261,Synthetic
SYN-004505,2025-11-03 14:19:00,20251103,14,4,8,Congestion,4,44,Low,Resolved,2025-11-03 14:46:26,2025-11-03 22:16:32,1.27,7.96,14,True,False,5273,False,,24.429606,39.546456,Synthetic
SYN-004506,2025-11-03 14:41:00,20251103,14,5,4,Unauthorized occupation,3,20,Low,Resolved,2025-11-03 14:52:18,2025-11-04 16:41:30,0.52,26.01,28,True,False,5274,False,,24.470568,39.534244,Synthetic
SYN-004507,2025-11-03 14:57:00,20251103,14,6,1,Street cleanliness,1,2,Medium,Resolved,2025-11-03 15:12:47,2025-11-04 06:15:34,0.73,15.31,24,True,False,5275,False,,24.492569,39.639475,Synthetic
SYN-004508,2025-11-03 15:01:00,20251103,15,1,1,Missed collection,2,4,Medium,Resolved,2025-11-03 15:12:02,2025-11-04 10:21:38,0.51,19.34,24,True,False,5276,False,,24.469823,39.621289,Synthetic
SYN-004509,2025-11-03 15:18:00,20251103,15,5,4,Unauthorized occupation,3,21,Medium,Resolved,2025-11-03 15:28:06,2025-11-04 20:37:35,0.47,29.33,24,False,False,5277,False,4.0,24.460846,39.53971,Synthetic
SYN-004510,2025-11-03 15:22:00,20251103,15,9,4,Sidewalk obstruction,2,21,Low,Resolved,2025-11-03 15:29:11,2025-11-04 14:42:26,0.33,23.34,28,True,False,5278,False,4.0,24.431727,39.648662,Synthetic
SYN-004511,2025-11-03 15:39:00,20251103,15,4,2,Road obstruction,5,9,Medium,Resolved,2025-11-03 16:00:41,2025-11-08 02:28:43,1.0,106.83,72,False,False,5279,False,,24.415655,39.561483,Synthetic
SYN-004512,2025-11-03 15:47:00,20251103,15,1,2,Drainage issue,4,10,Medium,Resolved,2025-11-03 16:00:49,2025-11-06 15:40:02,0.64,71.88,72,True,False,5280,False,4.0,24.456248,39.606175,Synthetic
SYN-004513,2025-11-03 16:04:00,20251103,16,8,1,Street cleanliness,1,4,Medium,Resolved,2025-11-03 16:18:23,2025-11-04 04:03:26,0.67,11.99,24,True,False,5281,False,5.0,24.492013,39.642525,Synthetic
SYN-004514,2025-11-03 16:17:00,20251103,16,6,1,Overflowing container,2,4,Medium,Resolved,2025-11-03 16:26:36,2025-11-04 11:46:57,0.44,19.5,24,True,False,5282,False,5.0,24.499208,39.587464,Synthetic
SYN-004515,2025-11-03 16:22:00,20251103,16,5,2,Damaged pavement,2,10,Medium,Resolved,2025-11-03 16:34:27,2025-11-06 08:47:19,0.58,64.42,72,True,False,5283,False,4.0,24.470667,39.528276,Synthetic
SYN-004516,2025-11-03 16:29:00,20251103,16,4,4,Signage issue,1,22,Medium,Resolved,2025-11-03 16:38:12,2025-11-04 13:11:17,0.43,20.7,24,True,False,5284,False,5.0,24.429471,39.561402,Synthetic
SYN-004517,2025-11-03 16:32:00,20251103,16,9,8,Hygiene concern,4,45,High,Resolved,2025-11-03 16:53:56,2025-11-03 23:05:02,1.02,6.55,9,True,False,5285,False,5.0,24.432636,39.630151,Synthetic
SYN-004518,2025-11-03 16:34:00,20251103,16,11,4,Signage issue,2,22,Low,Resolved,2025-11-03 16:47:34,2025-11-04 19:34:33,0.63,27.01,28,True,False,5286,False,,24.531519,39.597423,Synthetic
SYN-004519,2025-11-03 16:35:00,20251103,16,1,8,Hygiene concern,1,45,Low,Resolved,2025-11-03 17:29:51,2025-11-04 03:33:00,2.54,10.97,14,True,True,2645,False,,24.467723,39.618493,Synthetic
